College,Branch,Category,Gender,Region,Technical/Non Technical,Round,Cutoff %
Maharashtra Shikshan Vikas Mandal's Loknete Gopalraoji Gulwe Polytechnic Vilholi Nashik,Civil Engineering,SC,M,Home District,Technical,1,67.6
Maharashtra Shikshan Vikas Mandal's Loknete Gopalraoji Gulwe Polytechnic Vilholi Nashik,Civil Engineering,OBC,M,Home District,Technical,1,75
Maharashtra Shikshan Vikas Mandal's Loknete Gopalraoji Gulwe Polytechnic Vilholi Nashik,Civil Engineering,OBC,F,Home District,Technical,1,81.8
Maharashtra Shikshan Vikas Mandal's Loknete Gopalraoji Gulwe Polytechnic Vilholi Nashik,Civil Engineering,OPEN,M,Other Than Home District,Non Technical,1,46.6
Maharashtra Shikshan Vikas Mandal's Loknete Gopalraoji Gulwe Polytechnic Vilholi Nashik,Civil Engineering,OPEN,M,Other Than Home District,Non Technical,1,72.8
Maharashtra Shikshan Vikas Mandal's Loknete Gopalraoji Gulwe Polytechnic Vilholi Nashik,Civil Engineering,ST,M,Other Than Home District,Non Technical,1,57.4
Maharashtra Shikshan Vikas Mandal's Loknete Gopalraoji Gulwe Polytechnic Vilholi Nashik,Civil Engineering,OBC,M,Other Than Home District,Non Technical,1,67
Maharashtra Shikshan Vikas Mandal's Loknete Gopalraoji Gulwe Polytechnic Vilholi Nashik,Civil Engineering,OPEN,F,Other Than Home District,Non Technical,1,52.2
Maharashtra Shikshan Vikas Mandal's Loknete Gopalraoji Gulwe Polytechnic Vilholi Nashik,Civil Engineering,OPEN,M,Other Than Home District,Non Technical,2,72
Maharashtra Shikshan Vikas Mandal's Loknete Gopalraoji Gulwe Polytechnic Vilholi Nashik,Civil Engineering,OBC,F,Other Than Home District,Non Technical,2,66.8
Maharashtra Shikshan Vikas Mandal's Loknete Gopalraoji Gulwe Polytechnic Vilholi Nashik,Civil Engineering,OPEN,M,Other Than Home District,Technical,1,53.4
Maharashtra Shikshan Vikas Mandal's Loknete Gopalraoji Gulwe Polytechnic Vilholi Nashik,Civil Engineering,ST,M,Other Than Home District,Technical,1,84.4
Maharashtra Shikshan Vikas Mandal's Loknete Gopalraoji Gulwe Polytechnic Vilholi Nashik,Civil Engineering,NTA,M,Other Than Home District,Technical,1,75.2
Maharashtra Shikshan Vikas Mandal's Loknete Gopalraoji Gulwe Polytechnic Vilholi Nashik,Civil Engineering,TFWS,G,State Level,Non Technical,1,57.4
Maharashtra Shikshan Vikas Mandal's Loknete Gopalraoji Gulwe Polytechnic Vilholi Nashik,Computer Engineering,OPEN,M,Home District,Non Technical,1,80.4
Maharashtra Shikshan Vikas Mandal's Loknete Gopalraoji Gulwe Polytechnic Vilholi Nashik,Computer Engineering,SC,M,Home District,Non Technical,1,72
Maharashtra Shikshan Vikas Mandal's Loknete Gopalraoji Gulwe Polytechnic Vilholi Nashik,Computer Engineering,ST,M,Home District,Non Technical,1,69.4
Maharashtra Shikshan Vikas Mandal's Loknete Gopalraoji Gulwe Polytechnic Vilholi Nashik,Computer Engineering,NTC,M,Home District,Non Technical,1,58.2
Maharashtra Shikshan Vikas Mandal's Loknete Gopalraoji Gulwe Polytechnic Vilholi Nashik,Computer Engineering,OBC,M,Home District,Non Technical,1,75
Maharashtra Shikshan Vikas Mandal's Loknete Gopalraoji Gulwe Polytechnic Vilholi Nashik,Computer Engineering,OPEN,F,Home District,Non Technical,1,84.4
Maharashtra Shikshan Vikas Mandal's Loknete Gopalraoji Gulwe Polytechnic Vilholi Nashik,Computer Engineering,SC,F,Home District,Non Technical,1,75
Maharashtra Shikshan Vikas Mandal's Loknete Gopalraoji Gulwe Polytechnic Vilholi Nashik,Computer Engineering,ST,F,Home District,Non Technical,1,52.4
Maharashtra Shikshan Vikas Mandal's Loknete Gopalraoji Gulwe Polytechnic Vilholi Nashik,Computer Engineering,OBC,F,Home District,Non Technical,1,77.8
Maharashtra Shikshan Vikas Mandal's Loknete Gopalraoji Gulwe Polytechnic Vilholi Nashik,Computer Engineering,OPEN,M,Home District,Technical,1,88.2
Maharashtra Shikshan Vikas Mandal's Loknete Gopalraoji Gulwe Polytechnic Vilholi Nashik,Computer Engineering,SC,M,Home District,Technical,1,76.2
Maharashtra Shikshan Vikas Mandal's Loknete Gopalraoji Gulwe Polytechnic Vilholi Nashik,Computer Engineering,SEBC,M,Home District,Technical,1,53.4
Maharashtra Shikshan Vikas Mandal's Loknete Gopalraoji Gulwe Polytechnic Vilholi Nashik,Computer Engineering,OBC,F,Home District,Technical,1,87.4
Maharashtra Shikshan Vikas Mandal's Loknete Gopalraoji Gulwe Polytechnic Vilholi Nashik,Computer Engineering,OPEN,M,Other Than Home District,Non Technical,1,74.8
Maharashtra Shikshan Vikas Mandal's Loknete Gopalraoji Gulwe Polytechnic Vilholi Nashik,Computer Engineering,SC,M,Other Than Home District,Non Technical,1,71.2
Maharashtra Shikshan Vikas Mandal's Loknete Gopalraoji Gulwe Polytechnic Vilholi Nashik,Computer Engineering,NTD,M,Other Than Home District,Non Technical,1,74.2
Maharashtra Shikshan Vikas Mandal's Loknete Gopalraoji Gulwe Polytechnic Vilholi Nashik,Computer Engineering,OBC,M,Other Than Home District,Non Technical,1,73.2
Maharashtra Shikshan Vikas Mandal's Loknete Gopalraoji Gulwe Polytechnic Vilholi Nashik,Computer Engineering,OPEN,F,Other Than Home District,Non Technical,1,77.6
Maharashtra Shikshan Vikas Mandal's Loknete Gopalraoji Gulwe Polytechnic Vilholi Nashik,Computer Engineering,OBC,F,Other Than Home District,Non Technical,1,73.6
Maharashtra Shikshan Vikas Mandal's Loknete Gopalraoji Gulwe Polytechnic Vilholi Nashik,Computer Engineering,OPEN,M,Other Than Home District,Technical,1,68.4
Maharashtra Shikshan Vikas Mandal's Loknete Gopalraoji Gulwe Polytechnic Vilholi Nashik,Computer Engineering,OBC,M,Other Than Home District,Technical,1,58.17
Maharashtra Shikshan Vikas Mandal's Loknete Gopalraoji Gulwe Polytechnic Vilholi Nashik,Computer Engineering,OPEN,F,Other Than Home District,Technical,1,68.6
Maharashtra Shikshan Vikas Mandal's Loknete Gopalraoji Gulwe Polytechnic Vilholi Nashik,Computer Engineering,TFWS,G,State Level,Non Technical,1,78.4
Maharashtra Shikshan Vikas Mandal's Loknete Gopalraoji Gulwe Polytechnic Vilholi Nashik,Electrical Engineering,OPEN,M,Home District,Non Technical,1,69.4
Maharashtra Shikshan Vikas Mandal's Loknete Gopalraoji Gulwe Polytechnic Vilholi Nashik,Electrical Engineering,SC,M,Home District,Non Technical,1,67.8
Maharashtra Shikshan Vikas Mandal's Loknete Gopalraoji Gulwe Polytechnic Vilholi Nashik,Electrical Engineering,ST,M,Home District,Non Technical,1,60.6
Maharashtra Shikshan Vikas Mandal's Loknete Gopalraoji Gulwe Polytechnic Vilholi Nashik,Electrical Engineering,NTB,M,Home District,Non Technical,1,60
Maharashtra Shikshan Vikas Mandal's Loknete Gopalraoji Gulwe Polytechnic Vilholi Nashik,Electrical Engineering,OBC,M,Home District,Non Technical,1,63.6
Maharashtra Shikshan Vikas Mandal's Loknete Gopalraoji Gulwe Polytechnic Vilholi Nashik,Electrical Engineering,OPEN,F,Home District,Non Technical,1,58.2
Maharashtra Shikshan Vikas Mandal's Loknete Gopalraoji Gulwe Polytechnic Vilholi Nashik,Electrical Engineering,OBC,F,Home District,Non Technical,2,60
Maharashtra Shikshan Vikas Mandal's Loknete Gopalraoji Gulwe Polytechnic Vilholi Nashik,Electrical Engineering,OPEN,M,Home District,Technical,1,84.2
Maharashtra Shikshan Vikas Mandal's Loknete Gopalraoji Gulwe Polytechnic Vilholi Nashik,Electrical Engineering,SC,M,Home District,Technical,1,81.2
Maharashtra Shikshan Vikas Mandal's Loknete Gopalraoji Gulwe Polytechnic Vilholi Nashik,Electrical Engineering,OPEN,F,Home District,Technical,1,85.6
Maharashtra Shikshan Vikas Mandal's Loknete Gopalraoji Gulwe Polytechnic Vilholi Nashik,Electrical Engineering,OBC,F,Home District,Technical,1,78
Maharashtra Shikshan Vikas Mandal's Loknete Gopalraoji Gulwe Polytechnic Vilholi Nashik,Electrical Engineering,OPEN,M,Other Than Home District,Non Technical,1,60.4
Maharashtra Shikshan Vikas Mandal's Loknete Gopalraoji Gulwe Polytechnic Vilholi Nashik,Electrical Engineering,OPEN,F,Other Than Home District,Non Technical,2,57.6
Maharashtra Shikshan Vikas Mandal's Loknete Gopalraoji Gulwe Polytechnic Vilholi Nashik,Electrical Engineering,SC,M,Other Than Home District,Non Technical,1,47.2
Maharashtra Shikshan Vikas Mandal's Loknete Gopalraoji Gulwe Polytechnic Vilholi Nashik,Electrical Engineering,NTC,M,Other Than Home District,Non Technical,1,39.6
Maharashtra Shikshan Vikas Mandal's Loknete Gopalraoji Gulwe Polytechnic Vilholi Nashik,Electrical Engineering,OBC,M,Other Than Home District,Non Technical,1,55.2
Maharashtra Shikshan Vikas Mandal's Loknete Gopalraoji Gulwe Polytechnic Vilholi Nashik,Electrical Engineering,ST,F,Other Than Home District,Non Technical,2,56.4
Maharashtra Shikshan Vikas Mandal's Loknete Gopalraoji Gulwe Polytechnic Vilholi Nashik,Electrical Engineering,OBC,F,Other Than Home District,Non Technical,2,51.8
Maharashtra Shikshan Vikas Mandal's Loknete Gopalraoji Gulwe Polytechnic Vilholi Nashik,Electrical Engineering,OPEN,M,Other Than Home District,Technical,1,69.27
Maharashtra Shikshan Vikas Mandal's Loknete Gopalraoji Gulwe Polytechnic Vilholi Nashik,Electrical Engineering,ST,M,Other Than Home District,Technical,1,69.4
Maharashtra Shikshan Vikas Mandal's Loknete Gopalraoji Gulwe Polytechnic Vilholi Nashik,Electrical Engineering,NTD,M,Other Than Home District,Technical,1,66.2
Maharashtra Shikshan Vikas Mandal's Loknete Gopalraoji Gulwe Polytechnic Vilholi Nashik,Electrical Engineering,TFWS,G,State Level,Non Technical,1,53.8
Maharashtra Shikshan Vikas Mandal's Loknete Gopalraoji Gulwe Polytechnic Vilholi Nashik,Mechanical Engineering,OPEN,M,Home District,Non Technical,1,72.6
Maharashtra Shikshan Vikas Mandal's Loknete Gopalraoji Gulwe Polytechnic Vilholi Nashik,Mechanical Engineering,SC,M,Home District,Non Technical,1,51.6
Maharashtra Shikshan Vikas Mandal's Loknete Gopalraoji Gulwe Polytechnic Vilholi Nashik,Mechanical Engineering,ST,M,Home District,Non Technical,1,60
Maharashtra Shikshan Vikas Mandal's Loknete Gopalraoji Gulwe Polytechnic Vilholi Nashik,Mechanical Engineering,OBC,M,Home District,Non Technical,1,63.8
Maharashtra Shikshan Vikas Mandal's Loknete Gopalraoji Gulwe Polytechnic Vilholi Nashik,Mechanical Engineering,OPEN,F,Home District,Non Technical,1,57.6
Maharashtra Shikshan Vikas Mandal's Loknete Gopalraoji Gulwe Polytechnic Vilholi Nashik,Mechanical Engineering,ST,F,Home District,Non Technical,1,73
Maharashtra Shikshan Vikas Mandal's Loknete Gopalraoji Gulwe Polytechnic Vilholi Nashik,Mechanical Engineering,NTD,F,Home District,Non Technical,2,68.8
Maharashtra Shikshan Vikas Mandal's Loknete Gopalraoji Gulwe Polytechnic Vilholi Nashik,Mechanical Engineering,OBC,F,Home District,Non Technical,1,56.4
Maharashtra Shikshan Vikas Mandal's Loknete Gopalraoji Gulwe Polytechnic Vilholi Nashik,Mechanical Engineering,PWD,M,Home District,Non Technical,1,67.4
Maharashtra Shikshan Vikas Mandal's Loknete Gopalraoji Gulwe Polytechnic Vilholi Nashik,Mechanical Engineering,PWD,F,Home District,Non Technical,1,57.4
Maharashtra Shikshan Vikas Mandal's Loknete Gopalraoji Gulwe Polytechnic Vilholi Nashik,Mechanical Engineering,OPEN,M,Home District,Technical,1,80.4
Maharashtra Shikshan Vikas Mandal's Loknete Gopalraoji Gulwe Polytechnic Vilholi Nashik,Mechanical Engineering,SC,M,Home District,Technical,1,76.2
Maharashtra Shikshan Vikas Mandal's Loknete Gopalraoji Gulwe Polytechnic Vilholi Nashik,Mechanical Engineering,NTB,M,Home District,Technical,1,56
Maharashtra Shikshan Vikas Mandal's Loknete Gopalraoji Gulwe Polytechnic Vilholi Nashik,Mechanical Engineering,OBC,F,Home District,Technical,1,58
Maharashtra Shikshan Vikas Mandal's Loknete Gopalraoji Gulwe Polytechnic Vilholi Nashik,Mechanical Engineering,OPEN,M,Other Than Home District,Non Technical,1,59.2
Maharashtra Shikshan Vikas Mandal's Loknete Gopalraoji Gulwe Polytechnic Vilholi Nashik,Mechanical Engineering,OPEN,F,Other Than Home District,Non Technical,1,60.4
Maharashtra Shikshan Vikas Mandal's Loknete Gopalraoji Gulwe Polytechnic Vilholi Nashik,Mechanical Engineering,OPEN,M,Other Than Home District,Non Technical,1,63.6
Maharashtra Shikshan Vikas Mandal's Loknete Gopalraoji Gulwe Polytechnic Vilholi Nashik,Mechanical Engineering,ST,M,Other Than Home District,Non Technical,1,58.2
Maharashtra Shikshan Vikas Mandal's Loknete Gopalraoji Gulwe Polytechnic Vilholi Nashik,Mechanical Engineering,OPEN,M,Other Than Home District,Technical,1,86.2
Maharashtra Shikshan Vikas Mandal's Loknete Gopalraoji Gulwe Polytechnic Vilholi Nashik,Mechanical Engineering,SC,M,Other Than Home District,Technical,1,72
Maharashtra Shikshan Vikas Mandal's Loknete Gopalraoji Gulwe Polytechnic Vilholi Nashik,Mechanical Engineering,OBC,M,Other Than Home District,Technical,1,57.8
Maharashtra Shikshan Vikas Mandal's Loknete Gopalraoji Gulwe Polytechnic Vilholi Nashik,Mechanical Engineering,TFWS,G,State Level,Non Technical,1,76.2
Maharashtra Shikshan Vikas Mandal's Loknete Gopalraoji Gulwe Polytechnic Vilholi Nashik,Artificial Intelligence & Machine Learning,SC,M,Home District,Non Technical,1,59.8
Maharashtra Shikshan Vikas Mandal's Loknete Gopalraoji Gulwe Polytechnic Vilholi Nashik,Artificial Intelligence & Machine Learning,NTB,M,Home District,Non Technical,1,60
Maharashtra Shikshan Vikas Mandal's Loknete Gopalraoji Gulwe Polytechnic Vilholi Nashik,Artificial Intelligence & Machine Learning,OBC,M,Home District,Non Technical,1,74.6
Maharashtra Shikshan Vikas Mandal's Loknete Gopalraoji Gulwe Polytechnic Vilholi Nashik,Artificial Intelligence & Machine Learning,OPEN,F,Home District,Non Technical,1,83.8
Maharashtra Shikshan Vikas Mandal's Loknete Gopalraoji Gulwe Polytechnic Vilholi Nashik,Artificial Intelligence & Machine Learning,SC,F,Home District,Non Technical,1,70
Maharashtra Shikshan Vikas Mandal's Loknete Gopalraoji Gulwe Polytechnic Vilholi Nashik,Artificial Intelligence & Machine Learning,NTA,F,Home District,Non Technical,1,75.2
Maharashtra Shikshan Vikas Mandal's Loknete Gopalraoji Gulwe Polytechnic Vilholi Nashik,Artificial Intelligence & Machine Learning,OBC,F,Home District,Non Technical,2,74.6
Maharashtra Shikshan Vikas Mandal's Loknete Gopalraoji Gulwe Polytechnic Vilholi Nashik,Artificial Intelligence & Machine Learning,OPEN,M,Home District,Technical,1,89.2
Maharashtra Shikshan Vikas Mandal's Loknete Gopalraoji Gulwe Polytechnic Vilholi Nashik,Artificial Intelligence & Machine Learning,ST,M,Home District,Technical,1,58.6
Maharashtra Shikshan Vikas Mandal's Loknete Gopalraoji Gulwe Polytechnic Vilholi Nashik,Artificial Intelligence & Machine Learning,NTD,M,Home District,Technical,1,67.2
Maharashtra Shikshan Vikas Mandal's Loknete Gopalraoji Gulwe Polytechnic Vilholi Nashik,Artificial Intelligence & Machine Learning,SEBC,M,Home District,Technical,1,58.2
Maharashtra Shikshan Vikas Mandal's Loknete Gopalraoji Gulwe Polytechnic Vilholi Nashik,Artificial Intelligence & Machine Learning,OBC,F,Home District,Technical,1,79.8
Maharashtra Shikshan Vikas Mandal's Loknete Gopalraoji Gulwe Polytechnic Vilholi Nashik,Artificial Intelligence & Machine Learning,OPEN,M,Other Than Home District,Non Technical,1,91
Maharashtra Shikshan Vikas Mandal's Loknete Gopalraoji Gulwe Polytechnic Vilholi Nashik,Artificial Intelligence & Machine Learning,OPEN,F,Other Than Home District,Non Technical,1,67.4
Maharashtra Shikshan Vikas Mandal's Loknete Gopalraoji Gulwe Polytechnic Vilholi Nashik,Artificial Intelligence & Machine Learning,OPEN,M,Other Than Home District,Non Technical,1,73.4
Maharashtra Shikshan Vikas Mandal's Loknete Gopalraoji Gulwe Polytechnic Vilholi Nashik,Artificial Intelligence & Machine Learning,SC,M,Other Than Home District,Non Technical,1,51.2
Maharashtra Shikshan Vikas Mandal's Loknete Gopalraoji Gulwe Polytechnic Vilholi Nashik,Artificial Intelligence & Machine Learning,OBC,M,Other Than Home District,Non Technical,1,71.8
Maharashtra Shikshan Vikas Mandal's Loknete Gopalraoji Gulwe Polytechnic Vilholi Nashik,Artificial Intelligence & Machine Learning,OPEN,F,Other Than Home District,Non Technical,1,79.6
Maharashtra Shikshan Vikas Mandal's Loknete Gopalraoji Gulwe Polytechnic Vilholi Nashik,Artificial Intelligence & Machine Learning,OBC,F,Other Than Home District,Non Technical,1,69.2
Maharashtra Shikshan Vikas Mandal's Loknete Gopalraoji Gulwe Polytechnic Vilholi Nashik,Artificial Intelligence & Machine Learning,OPEN,F,Other Than Home District,Technical,2,70.4
Maharashtra Shikshan Vikas Mandal's Loknete Gopalraoji Gulwe Polytechnic Vilholi Nashik,Artificial Intelligence & Machine Learning,OBC,M,Other Than Home District,Technical,1,73.8
Maharashtra Shikshan Vikas Mandal's Loknete Gopalraoji Gulwe Polytechnic Vilholi Nashik,Artificial Intelligence & Machine Learning,NTB,M,Other Than Home District,Technical,1,74
Maharashtra Shikshan Vikas Mandal's Loknete Gopalraoji Gulwe Polytechnic Vilholi Nashik,Artificial Intelligence & Machine Learning,TFWS,G,State Level,Non Technical,1,83.6
